session_id,time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,stability,weed_class,confidence,n_boxes,infer_ms,fps_inst
SESSION_001_NorthField,0.567,0.3389,0.4162,9.7393,0.0548,0.035,-0.0669,0.8956,,0.0,0,20.34,49.16
SESSION_001_NorthField,0.6,0.7112,0.1148,9.8197,0.1681,-0.0699,-0.1679,0.9163,Giant_Ragweed,0.6216,2,20.2,49.5
SESSION_001_NorthField,0.633,0.4086,0.1599,9.8658,0.033,0.033,-0.0508,0.9103,,0.0,0,19.07,52.43
SESSION_001_NorthField,0.667,0.3303,0.2372,9.5025,0.0681,-0.0207,-0.1149,0.9115,,0.0,0,19.41,51.51
SESSION_001_NorthField,0.7,0.1439,0.0353,9.7468,-0.0623,-0.2162,-0.2608,0.8922,Redroot_Pigweed,0.7942,1,22.69,44.07
SESSION_001_NorthField,0.733,0.0027,-0.0549,9.5325,-0.0089,-0.0814,-0.0744,0.8923,,0.0,0,19.21,52.05
SESSION_001_NorthField,0.767,0.0905,-0.0676,9.443,-0.1915,-0.0847,0.0221,0.894,,0.0,0,19.19,52.11
SESSION_001_NorthField,0.8,-0.1435,-0.174,8.8475,-0.083,-0.0172,-0.0861,0.8919,,0.0,0,19.56,51.13
SESSION_001_NorthField,0.833,-0.3861,-0.2997,9.336,-0.0891,-0.029,-0.0095,0.8872,Cocklebur,0.7947,1,18.96,52.74
SESSION_001_NorthField,0.867,-1.4656,-1.8611,9.4373,0.4516,0.3678,0.095,0.8138,Redroot_Pigweed,0.7594,1,20.42,48.98
SESSION_001_NorthField,0.9,-1.3252,-1.5281,9.5615,-0.1709,0.2296,-0.0614,0.8111,,0.0,0,21.71,46.07
SESSION_001_NorthField,0.933,-1.5681,-0.6469,9.8546,-0.7025,-1.1094,0.068,0.5633,,0.0,0,19.67,50.85
SESSION_001_NorthField,0.967,2.8646,0.0554,9.876,0.7531,1.2324,0.1116,0.3964,Cocklebur,0.5257,1,18.75,53.33
SESSION_001_NorthField,1.0,0.316,-0.9727,10.2581,0.0578,-0.771,0.0324,0.3811,,0.0,0,20.75,48.19
SESSION_001_NorthField,1.033,0.3126,-1.0245,10.413,-0.1902,0.4429,-0.0478,0.386,Foxtail,0.6473,1,20.33,49.18
SESSION_001_NorthField,1.067,1.1528,-0.0104,10.3637,-1.0405,0.5264,-0.0861,0.3452,,0.0,0,21.6,46.29
SESSION_001_NorthField,1.1,2.6438,1.3034,10.0966,-0.883,-2.4702,-0.147,0.0,Cocklebur,0.3913,1,19.85,50.37
SESSION_001_NorthField,1.133,1.2307,-2.3826,10.367,0.7316,0.1793,-0.1189,0.0253,,0.0,0,20.09,49.78
SESSION_001_NorthField,1.167,1.7182,-1.0921,10.0112,0.4903,1.1397,-0.0344,0.0328,,0.0,0,20.22,49.45
SESSION_001_NorthField,1.2,-0.3377,0.2514,9.5836,-0.8296,-0.7421,0.0438,0.0405,,0.0,0,20.51,48.76
SESSION_001_NorthField,1.233,-0.8492,1.4948,9.3633,-0.9272,-1.7077,-0.0792,0.0032,,0.0,0,19.93,50.18
SESSION_001_NorthField,1.267,0.9019,2.3123,9.643,1.5818,-0.0334,-0.0048,0.0216,,0.0,0,19.73,50.67
SESSION_001_NorthField,1.3,0.6553,-0.6724,9.5668,0.038,0.2721,-0.0681,0.0412,,0.0,0,18.18,55.01
SESSION_001_NorthField,1.333,0.7887,-0.7765,9.149,0.8288,-0.1219,-0.096,0.1091,Cocklebur,0.4671,1,19.72,50.71
SESSION_001_NorthField,1.367,-0.272,-0.492,9.7787,1.1074,-0.7646,0.1767,0.1273,,0.0,0,21.26,47.04
SESSION_001_NorthField,1.4,-1.4803,-0.1419,9.7036,-0.6596,-0.6498,0.0548,0.1858,,0.0,0,21.42,46.68
SESSION_001_NorthField,1.433,-0.9939,-0.1509,9.7481,1.2692,-1.3368,0.1431,0.1526,,0.0,0,19.83,50.42
SESSION_001_NorthField,1.467,1.0377,-0.0747,9.6914,-0.9506,-1.3904,0.1019,0.1396,,0.0,0,21.96,45.54
SESSION_001_NorthField,1.5,-0.7308,-1.536,10.1531,0.6358,-0.285,0.1287,0.1344,,0.0,0,20.37,49.1
SESSION_001_NorthField,1.533,0.413,-1.8764,10.2563,-0.029,0.2527,0.0911,0.1055,,0.0,0,18.79,53.21
SESSION_001_NorthField,1.567,-0.5631,1.263,10.5515,0.808,0.1392,0.0096,0.0938,Cocklebur,0.4748,1,18.42,54.3
SESSION_001_NorthField,1.6,0.2211,-0.1418,10.3283,-0.0847,0.259,-0.0235,0.2209,,0.0,0,21.86,45.74
SESSION_001_NorthField,1.633,-0.8335,1.0814,9.8673,0.5637,0.4174,-0.0058,0.2175,,0.0,0,19.95,50.12
SESSION_001_NorthField,1.667,0.2031,0.3269,9.8791,1.2753,1.0086,-0.1214,0.1915,,0.0,0,18.94,52.79
SESSION_001_NorthField,1.7,-0.4244,-1.7906,9.7853,0.9876,-0.0726,-0.0053,0.1913,,0.0,0,17.69,56.53
SESSION_001_NorthField,1.733,-2.1547,1.9831,9.4885,0.0506,0.1455,-0.1261,0.2132,,0.0,0,19.93,50.19
SESSION_001_NorthField,1.767,0.9269,-0.3069,9.263,-0.8518,0.2676,-0.0497,0.253,,0.0,0,20.89,47.88
SESSION_001_NorthField,1.8,0.5415,-1.1852,9.2565,-0.2429,-0.0206,0.0221,0.2486,Cocklebur,0.5971,1,19.56,51.12
SESSION_001_NorthField,1.833,-0.2685,-0.8411,9.4988,0.0824,-0.0054,-0.0721,0.1972,,0.0,0,19.14,52.26
SESSION_001_NorthField,1.867,-1.5108,-1.547,9.6294,0.2419,-0.067,0.1454,0.1999,Redroot_Pigweed,0.4705,1,19.74,50.66
SESSION_001_NorthField,1.9,-1.8125,0.1795,9.6582,0.8241,1.3029,0.1173,0.1537,Redroot_Pigweed,0.4788,1,21.89,45.68
SESSION_001_NorthField,1.933,2.6288,-0.4932,9.3789,-0.68,1.2121,0.2979,0.2145,Redroot_Pigweed,0.5651,1,18.73,53.39
SESSION_001_NorthField,1.967,-3.2927,2.4307,9.8148,-0.7131,-1.3474,0.2187,0.2364,Foxtail,0.6169,1,19.63,50.94
SESSION_001_NorthField,2.0,-1.5202,0.9553,10.322,-0.7869,0.3265,0.0712,0.2364,,0.0,0,21.85,45.76
SESSION_001_NorthField,2.033,2.6568,2.5962,9.8309,-0.079,0.0526,0.1447,0.2266,,0.0,0,20.99,47.63
SESSION_001_NorthField,2.067,3.3191,-0.8729,10.4765,0.1891,1.2211,0.0478,0.2092,Foxtail,0.5949,1,20.61,48.51
SESSION_001_NorthField,2.1,2.4684,-0.3123,10.3562,0.4413,-0.1933,-0.0294,0.2254,,0.0,0,19.62,50.96
SESSION_001_NorthField,2.133,1.2118,1.0947,10.0086,-0.8767,0.2015,-0.1756,0.2261,Redroot_Pigweed,0.5888,1,20.44,48.93
SESSION_001_NorthField,2.167,-0.3842,0.8337,9.9388,-0.6388,-0.5822,-0.1812,0.2885,,0.0,0,19.75,50.62
SESSION_001_NorthField,2.2,-1.2612,-0.2067,9.7423,-0.435,0.5276,-0.099,0.2923,Foxtail,0.6676,2,19.37,51.63
SESSION_001_NorthField,2.233,0.4818,-1.2513,9.4601,1.4716,-1.156,-0.1154,0.2246,Foxtail,0.555,1,19.1,52.35
SESSION_001_NorthField,2.267,-0.9853,-2.9073,9.1114,-0.4342,-0.3548,-0.0441,0.2165,Giant_Ragweed,0.371,1,21.34,46.86
SESSION_001_NorthField,2.3,1.5824,-0.4952,9.5547,-1.2144,-0.8522,0.0627,0.2235,,0.0,0,20.33,49.19
SESSION_001_NorthField,2.333,-2.7024,-0.7455,9.6943,0.1425,-0.43,0.0736,0.2662,,0.0,0,20.78,48.13
SESSION_001_NorthField,2.367,0.0619,-0.1351,9.2907,-0.2577,-0.5114,0.0176,0.2956,Giant_Ragweed,0.3898,2,20.58,48.59
SESSION_001_NorthField,2.4,0.9026,-2.0828,9.417,-0.9089,0.6268,0.1423,0.3274,Cocklebur,0.5555,3,20.93,47.78
SESSION_001_NorthField,2.433,0.9176,-1.485,9.8577,-0.4314,-0.1796,0.0446,0.3325,Redroot_Pigweed,0.5842,1,20.09,49.77
SESSION_001_NorthField,2.467,0.7179,0.5724,9.9328,-0.3708,1.332,0.0266,0.3518,,0.0,0,19.82,50.45
SESSION_001_NorthField,2.5,0.1148,1.0681,10.2177,-0.0784,-0.0256,0.0975,0.2977,,0.0,0,19.42,51.49
SESSION_001_NorthField,2.533,0.11,0.6089,10.4962,0.8209,-0.6727,-0.0076,0.3414,Cocklebur,0.564,2,18.7,53.47
SESSION_001_NorthField,2.567,1.408,-0.0707,9.7955,0.7038,-0.0676,-0.0376,0.3528,Cocklebur,0.5666,2,19.05,52.48
SESSION_001_NorthField,2.6,0.6803,-1.2405,10.4768,0.2495,0.471,0.02,0.3566,,0.0,0,19.96,50.1
SESSION_001_NorthField,2.633,0.7314,1.4727,9.9351,1.1127,1.2215,-0.0339,0.2953,Redroot_Pigweed,0.5055,2,18.48,54.12
SESSION_001_NorthField,2.667,0.4498,1.1888,9.9396,-0.3087,-0.4588,-0.1169,0.2848,,0.0,0,18.74,53.36
SESSION_001_NorthField,2.7,-0.0268,-0.6325,9.777,-0.505,1.2122,-0.1971,0.272,Redroot_Pigweed,0.5657,2,21.65,46.19
SESSION_001_NorthField,2.733,0.1839,-0.2448,9.6432,-0.0419,-0.035,-0.1318,0.3198,,0.0,0,20.67,48.38
SESSION_001_NorthField,2.767,0.0513,-0.2337,9.4049,-0.0822,-0.2273,0.0557,0.2949,,0.0,0,19.86,50.36
SESSION_001_NorthField,2.8,0.0681,0.0321,9.4194,-0.135,-0.116,0.0345,0.3175,,0.0,0,23.13,43.24
SESSION_001_NorthField,2.833,-0.2297,-0.2609,9.4626,-0.192,0.0157,0.1032,0.3003,,0.0,0,18.42,54.28
SESSION_001_NorthField,2.867,-0.3771,-0.7322,9.3924,-0.0115,-0.0103,0.0714,0.2667,,0.0,0,21.57,46.36
SESSION_001_NorthField,2.9,-0.2478,-0.3977,9.3303,-0.0254,-0.0235,0.0637,0.2615,,0.0,0,20.27,49.34
SESSION_001_NorthField,2.933,-0.3459,-0.1546,9.6234,-0.0725,0.1846,0.1533,0.2527,Giant_Ragweed,0.4253,1,21.34,46.86
SESSION_001_NorthField,2.967,-0.2687,0.1663,10.022,-0.0903,0.0155,0.1732,0.3122,,0.0,0,20.53,48.71
SESSION_001_NorthField,3.0,0.1079,0.07,10.0213,-0.0457,0.1184,0.0484,0.3128,,0.0,0,18.15,55.09
SESSION_001_NorthField,3.033,0.0176,0.3503,10.0946,0.1281,0.1615,0.0021,0.343,,0.0,0,20.51,48.75
SESSION_001_NorthField,3.067,-0.2028,0.1615,10.6088,0.1408,0.2494,-0.0864,0.3503,Foxtail,0.6341,1,20.8,48.07
SESSION_001_NorthField,3.1,0.348,-0.047,10.3433,0.1333,0.0025,-0.0802,0.3463,,0.0,0,17.77,56.28
SESSION_001_NorthField,3.133,0.287,0.1389,9.9819,0.1915,-0.0321,-0.0304,0.5662,,0.0,0,22.73,43.99
SESSION_001_NorthField,3.167,0.2939,0.193,9.9895,0.1975,-0.0931,-0.129,0.5799,Foxtail,0.7107,1,20.77,48.14
SESSION_001_NorthField,3.2,0.3386,0.0851,9.5862,0.0704,-0.0761,-0.044,0.9063,Foxtail,0.7786,2,21.21,47.16
SESSION_001_NorthField,3.233,0.133,-0.2457,9.5314,-0.0379,-0.0696,0.0285,0.9006,Giant_Ragweed,0.6366,2,19.0,52.63
SESSION_001_NorthField,3.267,0.0504,-0.2036,9.4879,-0.1425,-0.0307,-0.0624,0.9041,Giant_Ragweed,0.5726,1,21.23,47.11
SESSION_001_NorthField,3.3,-0.4281,0.1841,9.2765,-0.0724,-0.039,-0.0283,0.8993,,0.0,0,21.71,46.07
SESSION_001_NorthField,3.333,-0.3878,-0.434,9.2602,0.041,-0.1036,0.0468,0.9002,,0.0,0,20.7,48.3
SESSION_001_NorthField,3.367,-0.1152,-0.1377,9.7498,-0.2384,0.0478,0.0182,0.9019,,0.0,0,20.39,49.05
SESSION_001_NorthField,3.4,-0.3525,-0.4987,9.7876,-0.0533,0.0395,0.0437,0.9029,,0.0,0,19.33,51.74
SESSION_001_NorthField,3.433,-0.5649,0.0294,9.3985,-0.1629,0.1358,0.0613,0.9057,Cocklebur,0.7835,2,20.14,49.65
SESSION_001_NorthField,3.467,-0.3853,-0.1329,9.8936,-0.0958,0.1713,0.0286,0.9056,Foxtail,0.8634,1,19.79,50.54
SESSION_001_NorthField,3.5,-0.2456,0.1623,10.0118,0.0762,0.2503,0.1336,0.8969,Cocklebur,0.7659,1,21.09,47.42
SESSION_001_NorthField,3.533,0.0629,-0.0082,10.1235,0.043,0.0837,0.0186,0.8931,,0.0,0,19.38,51.6
SESSION_001_NorthField,3.567,0.1188,0.2811,10.4251,0.1328,0.0415,0.0756,0.9047,Cocklebur,0.7218,2,21.08,47.44
SESSION_001_NorthField,3.6,0.1896,0.1125,10.1858,0.1615,0.0795,-0.0004,0.9046,Foxtail,0.7954,2,19.39,51.56
SESSION_001_NorthField,3.633,0.3446,0.1104,9.7698,0.0951,0.0894,-0.069,0.9052,Foxtail,0.8832,1,20.09,49.79
SESSION_001_NorthField,3.667,0.4124,0.2157,9.7964,0.201,-0.0486,-0.0431,0.9097,Giant_Ragweed,0.6214,1,21.14,47.31
SESSION_001_NorthField,3.7,0.2405,-0.009,9.7958,0.0827,0.0077,-0.1566,0.9114,,0.0,0,19.56,51.14
SESSION_001_NorthField,3.733,0.0841,0.0094,9.479,-0.0801,-0.0602,-0.1381,0.9169,,0.0,0,21.18,47.21
SESSION_001_NorthField,3.767,-0.0311,-0.1715,9.2784,-0.1024,-0.135,-0.0241,0.917,Foxtail,0.8962,1,21.06,47.48
SESSION_001_NorthField,3.8,-0.0606,-0.2035,9.4267,-0.337,-0.057,-0.1629,0.8944,Cocklebur,0.829,1,20.07,49.81
SESSION_001_NorthField,3.833,-0.2373,-0.1811,9.7141,-0.1252,-0.1026,0.0108,0.8971,,0.0,0,21.79,45.88
SESSION_001_NorthField,3.867,-0.2053,-0.2923,9.5843,-0.0447,-0.003,0.0847,0.8936,,0.0,0,20.49,48.8
SESSION_001_NorthField,3.9,-0.5225,-0.3403,9.9081,-0.227,-0.0583,0.1589,0.8958,Redroot_Pigweed,0.7516,2,21.72,46.03
SESSION_001_NorthField,3.933,-0.4361,-0.1891,9.7159,-0.0661,0.0669,0.1884,0.8961,Foxtail,0.8693,1,22.55,44.34
SESSION_001_NorthField,3.967,-0.119,0.1702,10.0097,-0.0289,0.1849,0.0903,0.896,Foxtail,0.8557,3,20.11,49.73
SESSION_001_NorthField,4.0,-0.2304,0.1102,10.1511,-0.0631,0.1809,0.1282,0.9019,Giant_Ragweed,0.5655,1,21.17,47.23
SESSION_001_NorthField,4.033,0.2412,0.052,10.2669,0.1808,0.1634,0.0036,0.9078,,0.0,0,19.63,50.93
SESSION_001_NorthField,4.067,0.3824,0.2944,10.3436,0.0871,0.1115,-0.0137,0.9065,Redroot_Pigweed,0.7057,2,19.16,52.19
SESSION_001_NorthField,4.1,0.4891,0.3198,10.008,0.3021,0.0609,0.0537,0.8987,Foxtail,0.8401,1,20.17,49.59
SESSION_001_NorthField,4.133,0.209,0.3004,10.1923,0.0187,-0.1018,-0.0671,0.8963,Foxtail,0.8153,2,18.76,53.29
SESSION_001_NorthField,4.167,0.3552,0.0106,9.5652,0.1108,-0.0654,-0.0804,0.8944,Cocklebur,0.7395,1,19.27,51.88
SESSION_001_NorthField,4.2,0.2136,-0.0371,9.4377,0.0805,-0.0744,-0.1619,0.8948,Redroot_Pigweed,0.8053,2,21.11,47.37
SESSION_001_NorthField,4.233,0.3208,-0.1394,9.9641,0.0336,-0.2039,-0.0675,0.8956,Foxtail,0.8714,2,19.78,50.55
SESSION_001_NorthField,4.267,0.302,-0.1886,9.3136,0.0322,-0.2596,-0.0246,0.8949,Cocklebur,0.7908,1,21.25,47.05
SESSION_001_NorthField,4.3,0.0328,-0.1274,9.5076,0.1891,-0.0142,0.0084,0.916,Foxtail,0.8452,1,20.76,48.17
SESSION_001_NorthField,4.333,-0.2243,-0.202,9.7239,-0.0899,-0.0677,-0.0668,0.9132,Redroot_Pigweed,0.8361,1,22.62,44.21
SESSION_001_NorthField,4.367,-0.3694,-0.1862,9.0166,-0.1463,-0.0099,0.1057,0.9225,Foxtail,0.7702,1,21.03,47.55
SESSION_001_NorthField,4.4,-0.2524,0.0059,9.8565,-0.2326,0.0673,0.0179,0.9268,Foxtail,0.768,2,21.74,46.0
SESSION_001_NorthField,4.433,-0.5087,-0.0148,9.9432,-0.268,-0.0101,0.095,0.9211,Redroot_Pigweed,0.7816,1,20.88,47.89
SESSION_001_NorthField,4.467,-0.1647,-0.0403,10.3232,0.0249,0.0702,0.0017,0.9077,Redroot_Pigweed,0.6959,1,20.77,48.14
SESSION_001_NorthField,4.5,-0.2605,-0.0942,9.9088,-0.0527,0.2393,0.0735,0.9061,Cocklebur,0.7824,1,21.8,45.88
SESSION_001_NorthField,4.533,0.1128,0.0644,10.5282,0.2607,0.0761,-0.005,0.9038,,0.0,0,21.2,47.16
SESSION_001_NorthField,4.567,0.1351,0.1912,10.1098,0.1741,0.0704,-0.0101,0.9064,,0.0,0,20.65,48.42
SESSION_001_NorthField,4.6,0.2135,0.3743,10.4119,0.1665,-0.0011,-0.0209,0.9154,Cocklebur,0.7803,2,20.65,48.43
SESSION_001_NorthField,4.633,0.2049,0.2227,10.0703,0.1814,-0.0549,-0.0119,0.92,,0.0,0,21.05,47.52
SESSION_001_NorthField,4.667,0.2925,0.0665,10.0626,0.1674,0.044,-0.0406,0.9217,Foxtail,0.8479,1,19.59,51.04
SESSION_001_NorthField,4.7,0.3787,-0.035,9.7322,0.0416,-0.2839,-0.24,0.9003,Giant_Ragweed,0.5645,1,19.54,51.17
SESSION_001_NorthField,4.733,0.3507,-0.0384,9.1836,-0.0975,-0.1489,-0.0535,0.8998,Foxtail,0.833,1,22.11,45.23
SESSION_001_NorthField,4.767,0.1388,0.0075,8.8005,-0.0632,-0.1018,-0.0603,0.8982,Foxtail,0.8668,1,22.64,44.17
SESSION_001_NorthField,4.8,0.1199,0.0361,9.4056,-0.0792,0.029,-0.0723,0.8929,Cocklebur,0.8303,2,19.29,51.85
SESSION_001_NorthField,4.833,0.1661,-0.2754,9.326,-0.1748,-0.1664,-0.0509,0.8949,Cocklebur,0.7763,1,19.6,51.03
SESSION_001_NorthField,4.867,-0.3568,-0.2514,9.5472,-0.2501,-0.1359,0.0384,0.8915,,0.0,0,21.77,45.93
SESSION_001_NorthField,4.9,-0.3798,-0.3852,9.5644,-0.2062,-0.0507,0.0891,0.8919,Cocklebur,0.7112,2,21.04,47.53
SESSION_001_NorthField,4.933,-0.5462,0.164,10.1991,-0.0376,0.1207,0.1181,0.8949,Redroot_Pigweed,0.8092,1,21.21,47.14
SESSION_001_NorthField,4.967,-0.0764,-0.2391,10.0246,-0.0142,0.1099,0.0875,0.904,Redroot_Pigweed,0.7528,1,21.48,46.56
SESSION_001_NorthField,5.0,0.0586,0.2496,10.0434,-0.0013,0.0028,-0.0651,0.893,Cocklebur,0.7605,1,20.11,49.72
SESSION_001_NorthField,5.033,-0.1244,0.1093,10.2995,0.0936,0.1244,0.0288,0.8964,,0.0,0,20.8,48.09
SESSION_001_NorthField,5.067,0.2393,0.1365,10.1734,0.0098,0.2188,-0.0503,0.8956,,0.0,0,20.7,48.3
SESSION_001_NorthField,5.1,0.4452,0.0834,10.2282,0.0732,0.0779,0.1027,0.8947,,0.0,0,19.37,51.63
SESSION_001_NorthField,5.133,0.3677,0.5923,9.8483,0.1749,0.0224,-0.0548,0.8947,Redroot_Pigweed,0.7272,1,20.78,48.13
SESSION_001_NorthField,5.167,0.475,0.2055,9.9242,0.0572,-0.022,-0.0418,0.8868,Redroot_Pigweed,0.7525,3,21.89,45.69
SESSION_001_NorthField,5.2,0.3288,0.0876,9.6446,0.1103,-0.0491,-0.0612,0.9133,Redroot_Pigweed,0.7657,1,20.0,50.0
SESSION_001_NorthField,5.233,0.0231,0.115,9.3419,-0.0527,-0.212,-0.0769,0.9104,Foxtail,0.8696,1,20.58,48.58
SESSION_001_NorthField,5.267,0.231,-0.2149,9.8294,-0.1452,-0.1385,-0.1003,0.9095,Foxtail,0.865,1,20.65,48.43
SESSION_001_NorthField,5.3,0.1277,-0.1962,9.1495,-0.0136,-0.1233,-0.075,0.9121,,0.0,0,20.06,49.85
SESSION_001_NorthField,5.333,-0.0934,-0.2338,9.3754,-0.0372,-0.1179,-0.1233,0.9162,Cocklebur,0.675,1,21.21,47.14
SESSION_001_NorthField,5.367,-0.4445,-0.3234,9.2956,-0.1964,0.0189,0.047,0.9273,Foxtail,0.8936,1,19.58,51.06
SESSION_001_NorthField,5.4,-0.4603,-0.0289,9.6582,-0.2692,-0.0374,0.0906,0.9183,,0.0,0,22.0,45.46
SESSION_001_NorthField,5.433,-0.5041,-0.1682,9.5226,-0.3006,0.0316,0.0913,0.9032,,0.0,0,21.15,47.28
SESSION_001_NorthField,5.467,-0.1489,-0.2718,10.1298,0.0682,-0.0036,0.1083,0.9023,Foxtail,0.8703,3,19.28,51.88
SESSION_001_NorthField,5.5,0.0412,0.0191,10.5273,-0.012,0.1476,0.0159,0.9118,Giant_Ragweed,0.5637,1,22.44,44.57
SESSION_001_NorthField,5.533,0.0554,0.1939,10.0575,-0.0077,0.1928,0.0441,0.9123,Foxtail,0.8204,2,20.6,48.54
SESSION_001_NorthField,5.567,0.275,0.0879,10.5033,0.0667,0.0687,-0.0143,0.9077,Redroot_Pigweed,0.7484,1,19.53,51.2
SESSION_001_NorthField,5.6,0.123,0.1273,10.1412,-0.0188,0.1256,0.0233,0.9066,Foxtail,0.8713,1,21.73,46.03
SESSION_001_NorthField,5.633,0.3512,0.1525,10.4067,0.1994,0.0022,-0.0526,0.9061,Redroot_Pigweed,0.7827,1,20.99,47.63
SESSION_001_NorthField,5.667,0.1437,0.3626,10.3809,0.2998,-0.2376,-0.1225,0.8855,Giant_Ragweed,0.5528,1,18.27,54.72
SESSION_001_NorthField,5.7,0.1936,0.0206,9.7113,0.0433,-0.0829,-0.1084,0.8861,Redroot_Pigweed,0.79,1,19.77,50.58
SESSION_001_NorthField,5.733,0.3486,0.2064,9.2777,0.2446,-0.1227,-0.159,0.8791,,0.0,0,20.73,48.23
SESSION_001_NorthField,5.767,0.0513,-0.2006,9.6341,-0.0165,-0.1117,-0.0976,0.8775,,0.0,0,17.81,56.15
SESSION_001_NorthField,5.8,0.1241,-0.1414,9.4144,0.0662,-0.0906,-0.011,0.8749,Redroot_Pigweed,0.8031,1,20.5,48.78
SESSION_001_NorthField,5.833,-0.1113,-0.3065,9.4702,-0.0911,-0.1375,-0.086,0.8752,,0.0,0,20.59,48.57
SESSION_001_NorthField,5.867,0.1162,-0.1349,9.3774,-0.1199,0.0771,0.0311,0.8736,Redroot_Pigweed,0.7448,1,18.98,52.69
SESSION_001_NorthField,5.9,-0.3316,-0.3819,9.4062,-0.001,0.0033,0.0247,0.8644,Redroot_Pigweed,0.8074,1,20.72,48.25
SESSION_001_NorthField,5.933,-0.5493,-0.0323,9.9916,-0.0646,0.0403,0.0129,0.8704,Foxtail,0.8271,2,20.41,49.0
SESSION_001_NorthField,5.967,-0.2785,-0.0316,10.0086,-0.0542,0.1539,0.2119,0.8662,Redroot_Pigweed,0.7454,1,18.97,52.71
SESSION_001_NorthField,6.0,-0.306,-0.0414,9.818,-0.1821,0.1177,0.1653,0.862,Foxtail,0.8174,1,21.5,46.5
SESSION_001_NorthField,6.033,0.1243,0.1236,10.3556,-0.0855,0.3236,0.0289,0.8512,,0.0,0,21.41,46.72
SESSION_001_NorthField,6.067,0.1271,0.4472,10.3572,0.1278,0.0835,0.0111,0.8549,Giant_Ragweed,0.5054,1,20.05,49.87
SESSION_001_NorthField,6.1,0.2227,0.2694,10.1598,0.2489,0.0932,-0.134,0.8528,,0.0,0,20.16,49.6
SESSION_001_NorthField,6.133,0.3056,0.1324,10.4429,0.1597,-0.0412,-0.1472,0.8527,Redroot_Pigweed,0.7521,1,21.27,47.01
SESSION_001_NorthField,6.167,0.4609,0.0055,9.8366,0.0946,0.0388,-0.1496,0.8732,Foxtail,0.7773,1,20.16,49.61
SESSION_001_NorthField,6.2,0.2478,0.1787,9.7421,-0.037,-0.0504,-0.1001,0.8715,Giant_Ragweed,0.5856,1,18.08,55.3
SESSION_001_NorthField,6.233,0.3442,0.0314,9.7512,-0.0032,-0.1336,-0.1044,0.881,Giant_Ragweed,0.5462,1,20.98,47.65
SESSION_001_NorthField,6.267,0.2575,0.005,9.4706,0.0092,-0.1896,-0.0605,0.8815,Foxtail,0.8125,2,19.42,51.48
SESSION_001_NorthField,6.3,-0.0948,-0.4029,9.0967,-0.1303,-0.2173,-0.0087,0.8824,,0.0,0,19.93,50.17
SESSION_001_NorthField,6.333,-0.319,-0.4123,9.4032,-0.1889,-0.0527,0.0066,0.8824,Redroot_Pigweed,0.7433,1,22.15,45.15
